Filename: C:\Users\japan\OneDrive - University of Twente\Documenten\Extraction and Dissemination\photogrammetry_project\images\ortho.tif
ROI: Built-up [Red] 3392 points

Basic Stats	  Min	  Max	      Mean	    Stdev
     Band 1	   75	  236	180.775943	45.100771
     Band 2	   91	  225	168.137677	37.759513
     Band 3	   96	  215	156.856132	35.138139

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
           	  112	      3	     27	  0.0926	  0.8338
           	  113	      5	     32	  0.1544	  0.9883
           	  114	      7	     39	  0.2162	  1.2044
           	  115	      9	     48	  0.2779	  1.4824
           	  116	     20	     68	  0.6177	  2.1001
           	  117	     13	     81	  0.4015	  2.5015
           	  118	     23	    104	  0.7103	  3.2119
           	  119	     27	    131	  0.8338	  4.0457
           	  120	     20	    151	  0.6177	  4.6634
           	  121	     36	    187	  1.1118	  5.7752
           	  122	     40	    227	  1.2353	  7.0105
           	  123	     33	    260	  1.0191	  8.0296
           	  124	     36	    296	  1.1118	  9.1414
           	  125	     45	    341	  1.3897	 10.5312
           	  126	     55	    396	  1.6986	 12.2298
           	  127	     53	    449	  1.6368	 13.8666
           	  128	     52	    501	  1.6059	 15.4725
           	  129	     62	    563	  1.9148	 17.3873
           	  130	     78	    641	  2.4089	 19.7962
           	  131	     80	    721	  2.4707	 22.2668
           	  132	     97	    818	  2.9957	 25.2625
           	  133	     89	    907	  2.7486	 28.0111
           	  134	    100	   1007	  3.0883	 31.0994
           	  135	    123	   1130	  3.7986	 34.8981
           	  136	    160	   1290	  4.9413	 39.8394
           	  137	    247	   1537	  7.6282	 47.4676
           	  138	    337	   1874	 10.4077	 57.8752
           	  139	    333	   2207	 10.2841	 68.1594
           	  140	    274	   2481	  8.4620	 76.6214
           	  141	    155	   2636	  4.7869	 81.4083
           	  142	     92	   2728	  2.8413	 84.2495
           	  143	     78	   2806	  2.4089	 86.6584
           	  144	     77	   2883	  2.3780	 89.0364
           	  145	     57	   2940	  1.7603	 90.7968
           	  146	     63	   3003	  1.9456	 92.7424
           	  147	     48	   3051	  1.4824	 94.2248
           	  148	     40	   3091	  1.2353	 95.4602
           	  149	     28	   3119	  0.8647	 96.3249
           	  150	     23	   3142	  0.7103	 97.0352
           	  151	     22	   3164	  0.6794	 97.7146
           	  152	     10	   3174	  0.3088	 98.0235
           	  153	     12	   3186	  0.3706	 98.3941
           	  154	     11	   3197	  0.3397	 98.7338
           	  155	      6	   3203	  0.1853	 98.9191
           	  156	      9	   3212	  0.2779	 99.1970
           	  157	      4	   3216	  0.1235	 99.3206
           	  158	      8	   3224	  0.2471	 99.5676
           	  159	      2	   3226	  0.0618	 99.6294
           	  160	      5	   3231	  0.1544	 99.7838
           	  161	      2	   3233	  0.0618	 99.8456
           	  162	      1	   3234	  0.0309	 99.8765
           	  163	      0	   3234	  0.0000	 99.8765
           	  164	      1	   3235	  0.0309	 99.9074
           	  165	      1	   3236	  0.0309	 99.9382
           	  166	      1	   3237	  0.0309	 99.9691
           	  167	      0	   3237	  0.0000	 99.9691
           	  168	      0	   3237	  0.0000	 99.9691
           	  169	      0	   3237	  0.0000	 99.9691
           	  170	      0	   3237	  0.0000	 99.9691
           	  171	      0	   3237	  0.0000	 99.9691
           	  172	      0	   3237	  0.0000	 99.9691
           	  173	      1	   3238	  0.0309	100.0000

Stats for ROI: Water [Blue] 2768 points
Basic Stats	  Min	  Max	      Mean	    Stdev
     Band 1	   92	  124	108.698699	11.959556
     Band 2	  103	  125	115.908598	 6.832919
     Band 3	   84	  106	 95.968208	 6.204595

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 1     	   92	      1	      1	  0.0361	  0.0361
           	   93	      1	      2	  0.0361	  0.0723
           	   94	      8	     10	  0.2890	  0.3613
           	   95	     85	     95	  3.0708	  3.4321
           	   96	    184	    279	  6.6474	 10.0795
           	   97	    454	    733	 16.4017	 26.4812
           	   98	    545	   1278	 19.6893	 46.1705
           	   99	    134	   1412	  4.8410	 51.0116
           	  100	     38	   1450	  1.3728	 52.3844
           	  101	      5	   1455	  0.1806	 52.5650
           	  102	      0	   1455	  0.0000	 52.5650
           	  103	      0	   1455	  0.0000	 52.5650
           	  104	      0	   1455	  0.0000	 52.5650
           	  105	      0	   1455	  0.0000	 52.5650
           	  106	      0	   1455	  0.0000	 52.5650
           	  107	      0	   1455	  0.0000	 52.5650
           	  108	      0	   1455	  0.0000	 52.5650
           	  109	      0	   1455	  0.0000	 52.5650
           	  110	      0	   1455	  0.0000	 52.5650
           	  111	      0	   1455	  0.0000	 52.5650
           	  112	      0	   1455	  0.0000	 52.5650
           	  113	      0	   1455	  0.0000	 52.5650
           	  114	      0	   1455	  0.0000	 52.5650
           	  115	      0	   1455	  0.0000	 52.5650
           	  116	      0	   1455	  0.0000	 52.5650
           	  117	      0	   1455	  0.0000	 52.5650
           	  118	      2	   1457	  0.0723	 52.6373
           	  119	     22	   1479	  0.7948	 53.4321
           	  120	    294	   1773	 10.6214	 64.0535
           	  121	    456	   2229	 16.4740	 80.5275
           	  122	    425	   2654	 15.3540	 95.8815
           	  123	    113	   2767	  4.0824	 99.9639
           	  124	      1	   2768	  0.0361	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 2     	  103	      1	      1	  0.0361	  0.0361
           	  104	      0	      1	  0.0000	  0.0361
           	  105	      3	      4	  0.1084	  0.1445
           	  106	      8	     12	  0.2890	  0.4335
           	  107	     84	     96	  3.0347	  3.4682
           	  108	    176	    272	  6.3584	  9.8266
           	  109	    415	    687	 14.9928	 24.8194
           	  110	    516	   1203	 18.6416	 43.4610
           	  111	    180	   1383	  6.5029	 49.9639
           	  112	     58	   1441	  2.0954	 52.0592
           	  113	     13	   1454	  0.4697	 52.5289
           	  114	      1	   1455	  0.0361	 52.5650
           	  115	      0	   1455	  0.0000	 52.5650
           	  116	      0	   1455	  0.0000	 52.5650
           	  117	      0	   1455	  0.0000	 52.5650
           	  118	      0	   1455	  0.0000	 52.5650
           	  119	      0	   1455	  0.0000	 52.5650
           	  120	      1	   1456	  0.0361	 52.6012
           	  121	     18	   1474	  0.6503	 53.2514
           	  122	    278	   1752	 10.0434	 63.2948
           	  123	    698	   2450	 25.2168	 88.5116
           	  124	    299	   2749	 10.8020	 99.3136
           	  125	     19	   2768	  0.6864	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 3     	   84	      1	      1	  0.0361	  0.0361
           	   85	      8	      9	  0.2890	  0.3251
           	   86	     26	     35	  0.9393	  1.2645
           	   87	     98	    133	  3.5405	  4.8049
           	   88	    171	    304	  6.1777	 10.9827
           	   89	    251	    555	  9.0679	 20.0506
           	   90	    280	    835	 10.1156	 30.1662
           	   91	    193	   1028	  6.9725	 37.1387
           	   92	    115	   1143	  4.1546	 41.2934
           	   93	    125	   1268	  4.5159	 45.8092
           	   94	    129	   1397	  4.6604	 50.4697
           	   95	     40	   1437	  1.4451	 51.9147
           	   96	     11	   1448	  0.3974	 52.3121
           	   97	     16	   1464	  0.5780	 52.8902
           	   98	     29	   1493	  1.0477	 53.9379
           	   99	     61	   1554	  2.2038	 56.1416
           	  100	    106	   1660	  3.8295	 59.9711
           	  101	    186	   1846	  6.7197	 66.6908
           	  102	    424	   2270	 15.3179	 82.0087
           	  103	    203	   2473	  7.3338	 89.3425
           	  104	    189	   2662	  6.8280	 96.1705
           	  105	     91	   2753	  3.2876	 99.4581
           	  106	     15	   2768	  0.5419	100.0000
